A,Ca,Ce,D,I,V,class,project
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.LogisticDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.MixtureMultivariateNormalDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.MixtureMultivariateRealDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.MultivariateNormalDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.NakagamiDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.NormalDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.ParetoDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.PascalDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.PoissonDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.SaddlePointExpansion,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.TDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.TriangularDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.UniformIntegerDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.UniformRealDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.WeibullDistribution,math
0.15,8.0,14.0,0.22,0.64,1.0,org.apache.commons.math3.distribution.ZipfDistribution,math
0.0,0.0,8.0,0.0,1.0,1.0,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,math
0.0,0.0,8.0,0.0,1.0,1.0,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization$DataRow,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.ConvergenceException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.DimensionMismatchException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.InsufficientDataException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathArithmeticException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathIllegalArgumentException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathIllegalNumberException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathIllegalStateException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathInternalError,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathParseException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathRuntimeException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MathUnsupportedOperationException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MaxCountExceededException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.MultiDimensionMismatchException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NoBracketingException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NoDataException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NonMonotonicSequenceException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NotANumberException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NotFiniteNumberException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NotPositiveException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NotStrictlyPositiveException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NullArgumentException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NumberIsTooLargeException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.NumberIsTooSmallException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.OutOfRangeException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.TooManyEvaluationsException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.TooManyIterationsException,math
0.0,69.0,3.0,0.96,0.04,1.0,org.apache.commons.math3.exception.ZeroException,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.ExceptionContextProvider,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.Localizable,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.ArgUtils,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.DummyLocalizable,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.ExceptionContext,math
0.33,50.0,4.0,0.59,0.07,1.0,org.apache.commons.math3.exception.util.LocalizedFormats,math
0.4,0.0,4.0,0.4,1.0,1.0,org.apache.commons.math3.filter.MeasurementModel,math
0.4,0.0,4.0,0.4,1.0,1.0,org.apache.commons.math3.filter.ProcessModel,math
0.4,0.0,4.0,0.4,1.0,1.0,org.apache.commons.math3.filter.DefaultMeasurementModel,math
0.4,0.0,4.0,0.4,1.0,1.0,org.apache.commons.math3.filter.DefaultProcessModel,math
0.4,0.0,4.0,0.4,1.0,1.0,org.apache.commons.math3.filter.KalmanFilter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.AbstractCurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.AbstractCurveFitter$TheoreticalValuesFunction,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.AbstractCurveFitter$TheoreticalValuesFunction$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.AbstractCurveFitter$TheoreticalValuesFunction$2,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.CurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.CurveFitter$TheoreticalValuesFunction,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.CurveFitter$TheoreticalValuesFunction$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.CurveFitter$TheoreticalValuesFunction$2,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianCurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianCurveFitter$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianCurveFitter$ParameterGuesser,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianCurveFitter$ParameterGuesser$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianFitter$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianFitter$ParameterGuesser,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.GaussianFitter$ParameterGuesser$1,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.HarmonicCurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.HarmonicCurveFitter$ParameterGuesser,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.HarmonicFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.HarmonicFitter$ParameterGuesser,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.PolynomialCurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.PolynomialFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.SimpleCurveFitter,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.WeightedObservedPoint,math
0.04,1.0,13.0,0.03,0.93,1.0,org.apache.commons.math3.fitting.WeightedObservedPoints,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.AbstractEvaluation,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$Decomposition,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresOptimizer,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresOptimizer$Optimum,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresProblem,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresProblem$Evaluation,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.MultivariateJacobianFunction,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.ParameterValidator,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.ValueAndJacobianFunction,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.DenseWeightedEvaluation,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.EvaluationRmsChecker,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$1,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$Decomposition$1,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$Decomposition$2,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$Decomposition$3,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizer$Decomposition$4,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresAdapter,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresBuilder,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$1,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$2,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$3,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem$LazyUnweightedEvaluation,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalLeastSquaresProblem$UnweightedEvaluation,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LeastSquaresFactory$LocalValueAndJacobianFunction,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizer,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizer$InternalData,math
0.3,1.0,8.0,0.19,0.89,1.0,org.apache.commons.math3.fitting.leastsquares.OptimumImpl,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.AbstractFormat,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.BigFraction,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.BigFractionField,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.BigFractionField$1,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.BigFractionField$LazyHolder,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.BigFractionFormat,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.Fraction,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.FractionConversionException,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.FractionField,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.FractionField$1,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.FractionField$LazyHolder,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.FractionFormat,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.ProperBigFractionFormat,math
0.07,7.0,9.0,0.37,0.56,1.0,org.apache.commons.math3.fraction.ProperFractionFormat,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.AbstractListChromosome,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.BinaryChromosome,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.Chromosome,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.CrossoverPolicy,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.Fitness,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.ListPopulation,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.MutationPolicy,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.PermutationChromosome,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.Population,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.RandomKey,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.SelectionPolicy,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.StoppingCondition,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.BinaryMutation,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.ChromosomePair,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.CycleCrossover,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.ElitisticListPopulation,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.FixedElapsedTime,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.FixedGenerationCount,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.GeneticAlgorithm,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.InvalidRepresentationException,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.NPointCrossover,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.OnePointCrossover,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.OrderedCrossover,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.RandomKeyMutation,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.TournamentSelection,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.TournamentSelection$1,math
0.44,0.0,7.0,0.44,1.0,1.0,org.apache.commons.math3.genetics.UniformCrossover,math
1.0,9.0,6.0,0.4,0.4,1.0,org.apache.commons.math3.geometry.Point,math
1.0,9.0,6.0,0.4,0.4,1.0,org.apache.commons.math3.geometry.Space,math
1.0,9.0,6.0,0.4,0.4,1.0,org.apache.commons.math3.geometry.Vector,math
1.0,9.0,6.0,0.4,0.4,1.0,org.apache.commons.math3.geometry.VectorFormat,math
0.5,3.0,5.0,0.12,0.62,1.0,org.apache.commons.math3.geometry.enclosing.Encloser,math
0.5,3.0,5.0,0.12,0.62,1.0,org.apache.commons.math3.geometry.enclosing.SupportBallGenerator,math
0.5,3.0,5.0,0.12,0.62,1.0,org.apache.commons.math3.geometry.enclosing.EnclosingBall,math
0.5,3.0,5.0,0.12,0.62,1.0,org.apache.commons.math3.geometry.enclosing.WelzlEncloser,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Euclidean1D,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Euclidean1D$1,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Euclidean1D$LazyHolder,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Euclidean1D$NoSubSpaceException,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Interval,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.IntervalsSet$SubIntervalsIterator,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.SubOrientedPoint,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Vector1D,math
0.0,2.0,9.0,0.18,0.82,1.0,org.apache.commons.math3.geometry.euclidean.oned.Vector1DFormat,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.CardanEulerSingularityException,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Euclidean3D,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Euclidean3D$1,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Euclidean3D$LazyHolder,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.FieldRotation,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Line,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.NotARotationMatrixException,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.OutlineExtractor,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.OutlineExtractor$BoundaryProjector,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Plane,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet$FacetsContributionVisitor,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet$RotationTransform,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet$TranslationTransform,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Rotation,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.RotationOrder,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Segment,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.SphereGenerator,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.SphericalCoordinates,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.SphericalCoordinates$DataTransferObject,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.SubLine,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.SubPlane,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Vector3D,math
0.0,1.0,15.0,0.06,0.94,1.0,org.apache.commons.math3.geometry.euclidean.threed.Vector3DFormat,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.DiskGenerator,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Euclidean2D,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Euclidean2D$1,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Euclidean2D$LazyHolder,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Line,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Line$1,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Line$LineTransform,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.NestedLoops,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$1,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$ConnectableSegment,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$Edge,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$SegmentsBuilder,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet$Vertex,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Segment,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.SubLine,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Vector2D,math
0.0,3.0,13.0,0.19,0.81,1.0,org.apache.commons.math3.geometry.euclidean.twod.Vector2DFormat,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.AbstractConvexHullGenerator2D,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.ConvexHullGenerator2D,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.AklToussaintHeuristic,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.ConvexHull2D,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.MonotoneChain,math
0.33,0.0,10.0,0.33,1.0,1.0,org.apache.commons.math3.geometry.euclidean.twod.hull.MonotoneChain$1,math
1.0,1.0,6.0,0.86,0.86,1.0,org.apache.commons.math3.geometry.hull.ConvexHull,math
1.0,1.0,6.0,0.86,0.86,1.0,org.apache.commons.math3.geometry.hull.ConvexHullGenerator,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.AbstractRegion,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTree$LeafMerger,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTree$VanishingCutHandler,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Embedding,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Hyperplane,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Region,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.SubHyperplane,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Transform,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.AbstractRegion$1,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.AbstractRegion$2,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.AbstractRegion$3,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTree,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTree$1,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTree$2,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BSPTreeVisitor$Order,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BoundaryAttribute,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BoundaryBuilder,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BoundaryProjection,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BoundaryProjector,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Characterization,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Characterization$1,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.InsideFinder,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.InsideFinder$1,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.NodesSet,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.Region$Location,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.RegionFactory,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.RegionFactory$1,math
0.26,7.0,6.0,0.28,0.46,1.0,org.apache.commons.math3.geometry.partitioning.RegionFactory$DifferenceMerger,math
